"Long" "Lat" "SiteNum" "Name" "State" "First" "Last" "PercComp" "Elev" "Dist"
"152.71" "-27.63" "040910" "AMBERLEY AERO COMPARISON" "QLD" "1997" "1998" "0.45" "27" "50.3"
"153.02" "-27.46" "040911" "HILLTOP GARDENS" "QLD" "1999" "2016" "0.93" "29" "14.83"
"152.47" "-27.76" "040912" "FRANKLYN VALE ALERT" "QLD" "1999" "2016" "0.84" "160" "77.65"
"153.04" "-27.48" "040913" "BRISBANE" "QLD" "1999" "2016" "0.94" "8" "14.99"
"152.5" "-27.49" "040914" "MT TARAMPA" "QLD" "1999" "2016" "0.87" "74" "60.37"
"152.32" "-27.06" "040915" "SUGARLOAF MOUNTAIN" "QLD" "1999" "2014" "0.81" "139" "75.16"
"153.17" "-27.38" "040916" "FISHERMAN ISLANDS RAIL" "QLD" "2000" "2006" "0.82" "3" "3.3"
"153.06" "-27.31" "040918" "BRIGHTON BOWLS CLUB" "QLD" "2000" "2005" "0.9" "10" "2.22"
"153.03" "-25.39" "040919" "KINGFISHER BAY RESORT" "QLD" "2000" "2015" "0.73" "4" "13.28"
"152.77" "-27.63" "040920" "EASTERN HEIGHTS" "QLD" "2000" "2001" "0.33" "50" "45.92"
"152.39" "-27.02" "040921" "BRAEMORE" "QLD" "2000" "2002" "0.68" "95" "69.6"
"151.84" "-26.57" "040922" "KINGAROY AIRPORT" "QLD" "2001" "2016" "0.98" "434" "121.98"
"152.16" "-26.84" "040923" "BENARKIN HARDGROVE RD" "QLD" "2001" "2008" "0.97" "450" "95.53"
"152.77" "-26.9" "040924" "WOODFORD STANMORE" "QLD" "1998" "2016" "0.9" "165" "34.6"
"152.82" "-27.56" "040928" "KARALEE" "QLD" "2001" "2016" "0.96" "42" "37.1"
"152.92" "-27.19" "040929" "NARANGBA - BROWNS CRK ROAD" "QLD" "1991" "2013" "1" "78" "14.05"
"153.18" "-28" "040930" "LAHEYS LOOKOUT ALERT" "QLD" "2002" "2016" "0.92" "549" "24.52"
"153.14" "-28.23" "040931" "O'REILLYS ALERT" "QLD" "2002" "2016" "0.91" "913" "34.85"
"153.09" "-28.26" "040932" "DARLINGTON ALERT" "QLD" "2002" "2016" "0.94" "300" "40.56"
"153.03" "-28.27" "040933" "FOXLEY ALERT" "QLD" "2002" "2016" "0.95" "178" "46.48"
"152.91" "-27.85" "040934" "ROMANI ALERT" "QLD" "2002" "2016" "0.94" "39" "47.13"
"153.02" "-27.79" "040935" "MACLEAN BRIDGE ALERT" "QLD" "2002" "2016" "0.93" "3" "34.42"
"153.04" "-28.06" "040936" "LUMEAH ALERT" "QLD" "2002" "2016" "0.88" "90" "39.61"
"153.16" "-28" "040937" "BENOBBLE ALERT" "QLD" "2002" "2016" "0.92" "72" "26.44"
"153.1" "-27.91" "040938" "BROMFLEET ALERT" "QLD" "2002" "2016" "0.88" "28" "30.13"
"152.99" "-27.97" "040939" "BEAUDESERT ALERT" "QLD" "2002" "2016" "0.93" "50" "42.1"
"152.99" "-27.83" "040940" "YARRAHAPPINI ALERT" "QLD" "2002" "2016" "0.88" "40" "39.21"
"152.86" "-28.07" "040941" "KOORALBYN ALERT" "QLD" "2002" "2016" "0.89" "326" "56.92"
"152.77" "-28.32" "040942" "PALEN CREEK ALERT" "QLD" "2002" "2016" "0.9" "220" "72.47"
"152.89" "-28.25" "040943" "DIECKMANS BRIDGE ALERT" "QLD" "2002" "2016" "0.86" "105" "59.15"
"152.98" "-28.17" "040944" "RUDDS LANE ALERT" "QLD" "2002" "2016" "0.9" "87" "49.12"
"152.93" "-28.07" "040945" "ROUND MOUNTAIN ALERT" "QLD" "2002" "2016" "0.92" "62" "50.27"
"152.87" "-28.22" "040946" "RATHDOWNEY ALERT" "QLD" "2002" "2016" "0.82" "84" "60.48"
"152.57" "-28.15" "040947" "CROFTBY ALERT" "QLD" "2002" "2016" "0.94" "173" "86.71"
"152.74" "-28.15" "040948" "KNAPPS PEAK ALERT" "QLD" "2002" "2016" "0.96" "278" "70.72"
"152.69" "-28" "040949" "BOONAH ALERT" "QLD" "2002" "2016" "0.93" "110" "71.59"
"152.86" "-27.93" "040950" "THE OVERFLOW ALERT" "QLD" "2002" "2010" "0.92" "45" "53.83"
"152.98" "-27.63" "040951" "HEATHWOOD (WADEVILLE ST)" "QLD" "1974" "2014" "0.98" "54" "32.2"
"153.03" "-27.72" "040952" "PARK RIDGE SOUTH" "QLD" "2002" "2009" "0.94" "38" "30.52"
"152.88" "-26.47" "040953" "EERWAH VALE" "QLD" "2002" "2016" "0.93" "67" "18.08"
"151.39" "-26.05" "040954" "BOYNEDALE" "QLD" "2002" "2003" "0.13" "275" "151.9"
"152.19" "-25.82" "040955" "SPRINGVALE" "QLD" "2002" "2016" "0.91" "163" "74.03"
"152.98" "-27.61" "040956" "FOREST LAKE" "QLD" "2003" "2007" "0.98" "80" "30.27"
"152.89" "-26.78" "040957" "MALENY MARY CAIRNCROSS AVE" "QLD" "2003" "2009" "0.97" "433" "25.04"
"153.09" "-27.22" "040958" "REDCLIFFE" "QLD" "2003" "2016" "0.97" "13" "1.92"
"152.9" "-27.32" "040960" "CLEAR MOUNTAIN BURANDA RD" "QLD" "2004" "2016" "0.97" "81" "17.79"
"152.82" "-27.61" "040962" "EBBW VALE" "QLD" "2005" "2015" "0.82" "56" "40.68"
"152.66" "-27.46" "040963" "FERNVALE - BURNS ST" "QLD" "2005" "2016" "0.96" "45" "44.35"
"153.04" "-27.67" "040964" "REGENTS PARK" "QLD" "2005" "2016" "0.97" "38" "28.46"
"153.09" "-27.24" "040965" "CLONTARF" "QLD" "2005" "2016" "0.99" "29" "3.37"
"153.01" "-27.65" "040967" "LARAPINTA" "QLD" "2005" "2006" "0.59" "25" "30.67"
"152.89" "-27.62" "040968" "GOODNA" "QLD" "2005" "2008" "0.71" "51" "36.46"
"153.11" "-27.07" "040969" "GODWIN BEACH" "QLD" "2005" "2016" "0.99" "7" "4.55"
"152.88" "-27.15" "040970" "MOORINA" "QLD" "2000" "2012" "0.94" "93" "18.94"
"153.06" "-27.11" "040972" "BEACHMERE SANDS RETIREMENT RESORT" "QLD" "2005" "2008" "0.4" "5" "5.73"
"153.19" "-27.75" "040973" "WINDAROO" "QLD" "2005" "2016" "0.86" "13" "18.04"
"152.98" "-27.48" "040976" "BRISBANE BOTANIC GARDENS MT COOT-THA" "QLD" "2005" "2016" "0.99" "65" "19.32"
"152.87" "-27.37" "040977" "SAMFORD KAY DRIVE" "QLD" "2006" "2015" "0.66" "61" "21.5"
"153.18" "-27.08" "040978" "BRIBIE ISLAND ALERT" "QLD" "2006" "2016" "0.96" "7" "7.02"
"152.94" "-27.12" "040979" "MORAYFIELD ALERT" "QLD" "2006" "2016" "0.95" "24" "15.28"
"153.02" "-27.18" "040980" "DECEPTION BAY ALERT" "QLD" "2006" "2016" "0.95" "4" "4.93"
"153.43" "-28.08" "040981" "BURLEIGH WATERS ALERT" "QLD" "2004" "2016" "0.91" NA "4.82"
"152.91" "-25.4" "040982" "RIVER HEADS" "QLD" "2006" "2016" "0.89" "5" "2.88"
"152.99" "-27.97" "040983" "BEAUDESERT DRUMLEY STREET" "QLD" "2007" "2016" "0.92" "48" "42.1"
"153.35" "-27.6" "040984" "MACLEAY ISLAND" "QLD" "2007" "2011" "0.72" "5" "2.33"
"152.87" "-27.67" "040985" "BELLBIRD PARK (PURSER RD) AL" "QLD" "2007" "2016" "0.93" "57" "41.98"
"153.03" "-27.23" "040986" "MANGO HILL" "QLD" "1979" "2016" "0.95" "21" "3.12"
"152.94" "-26.64" "040988" "NAMBOUR DAFF - HILLSIDE" "QLD" "2007" "2016" "0.73" "53" "15.82"
"152.47" "-26.96" "040989" "GREGORS CREEK" "QLD" "2007" "2016" "0.88" "160" "64.45"
"152.77" "-27.51" "040990" "KHOLO THE PLATEAU" "QLD" "2008" "2016" "0.93" "65" "37.25"
"152.43" "-27.27" "040991" "ESK WHITE ROCK" "QLD" "2008" "2014" "0.96" "161" "62.64"
"152.75" "-27.69" "040992" "DEEBING HEIGHTS" "QLD" "2008" "2016" "0.93" "91" "51.74"
"152.66" "-26.19" "040993" "GYMPIE ALERT" "QLD" "2008" "2016" "0.86" "37" "40.15"
"153.03" "-27.81" "040994" "SOUTH MACLEAN WTP" "QLD" "2009" "2012" "0.92" "40" "34.7"
"153.1" "-26.41" "040995" "NOOSAVILLE" "QLD" "2009" "2016" "0.97" "8" "9"
"152.92" "-27.12" "040996" "MORAYFIELD BUSHLAND PLACE" "QLD" "2009" "2010" "0.24" "18" "16.88"
"153.38" "-27.66" "040997" "RUSSELL ISLAND" "QLD" "2010" "2010" "0.04" "34" "5.57"
"153.11" "-26.8" "040998" "CALOUNDRA AIRPORT" "QLD" "2010" "2016" "0.89" "9" "3.86"
"152.98" "-26.79" "040999" "LANDSBOROUGH" "QLD" "2010" "2016" "0.86" "61" "16.07"
"151.69" "-27.3" "041000" "ACLAND POST OFFICE" "QLD" "1912" "1993" "0.96" "396" "135.91"
"152" "-28.04" "041001" "ALLORA POST OFFICE" "QLD" "1883" "2000" "0.98" "469" "133.29"
"151.8" "-27.9" "041002" "BACK PLAINS" "QLD" "1912" "2003" "0.98" "450" "141.83"
"151.68" "-27.83" "041003" "BALGOWNIE WEST" "QLD" "1876" "2003" "0.73" "448" "149.37"
"152.05" "-28.27" "041004" "ALBION" "QLD" "1998" "2004" "0.87" "500" "139.44"
"151.45" "-26.93" "041005" "BELL POLICE" "QLD" "1910" "2016" "0.97" "497" "162.59"
"150.7" "-27.4" "041006" "BILLABONG" "QLD" "1936" "1951" "0.93" NA "234.32"
"150.79" "-26.84" "041007" "BRIGALOW POST OFFICE" "QLD" "1913" "2015" "0.78" "330" "228.83"
"151.49" "-27.3" "041008" "BOWENVILLE" "QLD" "1889" "2015" "0.8" "383" "155.67"
"150.81" "-28.27" "041009" "BYBERA" "QLD" "1931" "2007" "0.9" "350" "247.3"
"150.1" "-28.5" "041010" "CALLANDOON" "QLD" "1888" "1927" "0.44" NA "321.23"
"151.87" "-27.71" "041011" "CAMBOOYA POST OFFICE" "QLD" "1887" "2014" "0.96" "476" "127.11"
"150.9" "-26.68" "041012" "FERNFLAT" "QLD" "1912" "2016" "0.93" "333" "216.23"
"152.07" "-28.23" "041013" "CANNING DOWNS" "QLD" "1897" "2016" "0.86" "456" "136.47"
"151.63" "-28.35" "041014" "CARBEAN" "QLD" "1946" "2016" "0.99" "594" "181.53"
"150.83" "-27.65" "041015" "CATTLE CREEK" "QLD" "1945" "2001" "0.53" "320" "225.21"
"151.2" "-27.53" "041016" "CECIL PLAINS HOMESTEAD" "QLD" "1888" "2015" "0.33" "340" "187.07"
"150.6" "-26.74" "041017" "CHINCHILLA WATER TREATMENT PLANT" "QLD" "1889" "2016" "0.97" "313" "246.58"
"151.91" "-27.93" "041018" "CLIFTON POST OFFICE" "QLD" "1893" "2016" "0.96" "443" "133.91"
"151.29" "-27.72" "041019" "CONDAMINE PLAINS" "QLD" "1870" "2015" "0.74" "370" "182.24"
"150.76" "-26.7" "041020" "SEVEN OAKS TM" "QLD" "1999" "2016" "0.81" "315" "230.3"
"150.62" "-27.67" "041021" "COPMANHURST" "QLD" "1887" "1951" "0.3" NA "246.01"
"151.97" "-28.5" "041022" "DALVEEN" "QLD" "1887" "2016" "0.92" "904" "153.31"
"151.26" "-27.18" "041023" "DALBY POST OFFICE" "QLD" "1870" "1992" "0.89" "344" "178.33"
"151.85" "-27.21" "041024" "DOCTORS CREEK" "QLD" "1906" "2016" "0.93" "612" "119.88"
"151.08" "-27.58" "041025" "DUNMORE STATE FOREST" "QLD" "1940" "2015" "0.97" "411" "199.67"
"151.8" "-28.02" "041026" "EAGLES NEST" "QLD" "1899" "1967" "0.84" "420" "148.33"
"152.1" "-28.4" "041027" "ELBOW VALLEY" "QLD" "1917" "1957" "0.98" "529" "138.35"
"152.25" "-28.23" "041028" "EMU CREEK" "QLD" "1893" "2001" "0.96" "503" "119.35"
"150.9" "-26.6" "041029" "AVINGTON" "QLD" "1911" "1994" "1" "280" "215.58"
"151.85" "-28.76" "041030" "RUMBULARA VINEYARDS" "QLD" "1927" "2009" "0.99" "793" "160.82"
"152.02" "-27.41" "041031" "GEHAM STATE SCHOOL" "QLD" "1912" "1974" "0.73" "600" "105"
"152.17" "-28.06" "041032" "MYRA" "QLD" "1909" "1994" "0.99" "500" "121.82"
"151.99" "-28.76" "041033" "CARAWATHA" "QLD" "1913" "2016" "0.99" "938" "148.25"
"151.47" "-28.4" "041034" "GLENELG" "QLD" "1882" "2016" "0.83" "400" "198.09"
"152.1" "-28.1" "041035" "GLENGALLAN" "QLD" "1886" "1964" "0.8" "461" "129.91"
"150.7" "-26.6" "041036" "GLEN RUTH" "QLD" "1930" "1948" "0.74" NA "235.47"
"151.85" "-27.31" "041037" "GOOMBUNGEE POST OFFICE" "QLD" "1909" "2016" "0.98" "497" "120.19"
"150.31" "-28.55" "041038" "GOONDIWINDI POST OFFICE" "QLD" "1879" "1991" "0.94" "217" "304.9"
"151.9" "-27.5" "041039" "GOWRIE JUNCTION" "QLD" "1899" "1972" "0.96" "485" "118.32"
"151.91" "-27.79" "041040" "GREENMOUNT POST OFFICE" "QLD" "1912" "2016" "0.91" "524" "126.78"
"151.73" "-28.24" "041041" "COOLESHA" "QLD" "1920" "2015" "0.94" "544" "167.86"
"151.88" "-27.22" "041042" "HADEN POST OFFICE" "QLD" "1926" "2015" "0.98" "640" "116.89"
"150.98" "-27.4" "041043" "HALLIFORD" "QLD" "1909" "1953" "0.83" "345" "206.74"
"152.1" "-28.21" "041044" "HERMITAGE" "QLD" "1898" "2001" "0.88" "475" "133.11"
"152.3" "-28.4" "041045" "THE HIGHLANDS IRRIGATION" "QLD" "1917" "1961" "0.98" "561" "119.25"
"152.42" "-28.28" "041046" "THE HEAD" "QLD" "1958" "2015" "0.97" "668" "105.15"
"151.08" "-28.41" "041047" "INGLEWOOD POST OFFICE" "QLD" "1883" "2015" "0.96" "291" "231.24"
"151.1" "-28.28" "041048" "INGLEWOOD FOREST RES" "QLD" "1940" "1975" "0.95" "284" "222.35"
"151.52" "-27.2" "041049" "IRVINGDALE POST OFFICE" "QLD" "1894" "1976" "0.66" "396" "152.55"
"151.11" "-26.78" "041050" "JANDOWAE POST OFFICE" "QLD" "1898" "2016" "0.98" "362" "196.92"
"151.22" "-26.96" "041051" "JIMBOUR STATE SCHOOL" "QLD" "2003" "2009" "0.83" "361" "184.48"
"151.1" "-26.69" "041052" "JINGI JINGI" "QLD" "1915" "2016" "0.97" "365" "196.55"
"151.59" "-27.37" "041053" "JONDARYAN POST OFFICE" "QLD" "1887" "2016" "0.9" "382" "146.4"
"151.48" "-27.05" "041054" "KAIMKILLENBUN" "QLD" "1910" "1958" "0.63" "437" "157.57"
"150.6" "-27.58" "041055" "BRIGALOW PLAINS" "QLD" "1940" "1952" "0.34" NA "246.4"
"152.3" "-28.33" "041056" "KILLARNEY POST OFFICE" "QLD" "1889" "2016" "0.98" "507" "117.62"
"152.3" "-28.33" "041057" "KILLARNEY POLICE STATION" "QLD" "1938" "1973" "0.98" "510" "117.62"
"150.74" "-28.09" "041058" "KINDON" "QLD" "1924" "2013" "0.97" "290" "246.04"
"150.77" "-27.05" "041059" "KOGAN POST OFFICE" "QLD" "1920" "1993" "0.79" "340" "227.62"
"151.59" "-28.01" "041060" "LEYBURN" "QLD" "1931" "2006" "0.77" "366" "165.79"
"151.2" "-27.66" "041061" "KURROWAH" "QLD" "1915" "2015" "0.98" "427" "189.47"
"151.33" "-27.81" "041062" "LAGUNA" "QLD" "1938" "2016" "0.99" "380" "181.11"
"151.59" "-28.01" "041063" "LEYBURN POST OFFICE" "QLD" "1883" "2016" "0.99" "412" "165.79"
"151.19" "-28.72" "041064" "WILLOWVALE" "QLD" "1920" "2001" "0.93" "320" "222.41"
"151.08" "-27.05" "041065" "MACALISTER POST OFFICE" "QLD" "1902" "1980" "0.98" "329" "197.01"
"151.55" "-29.2" "041066" "MAIDENHEAD" "QLD" "1921" "1949" "0.97" "857" "174.37"
"152.27" "-28.05" "041067" "BLAKEFIELD" "QLD" "1913" "1979" "0.97" "525" "113.18"
"152.25" "-28.25" "041068" "MICHALI" "QLD" "1949" "1953" "0.76" "579" "119.94"
"151.27" "-27.87" "041069" "MILLMERRAN POST OFFICE" "QLD" "1900" "2014" "0.98" "407" "188.78"
"151.37" "-27.89" "041070" "RUBISLAW" "QLD" "1998" "2015" "0.98" "410" "180.23"
"151.67" "-28.75" "041071" "MONTROSE" "QLD" "1919" "1974" "0.75" "698" "177.59"
"151.6" "-27.48" "041072" "MOUNT IRVING" "QLD" "1899" "2016" "0.97" "396" "147.21"
"150.3" "-28.47" "041073" "MURRIVERIE" "QLD" "1937" "1972" "0.97" "216" "301.99"
"151.8" "-27.35" "041074" "NETHERBY" "QLD" "1929" "1981" "0.99" "463" "125.52"
"151.9" "-27.85" "041075" "NOBBY TOOTH ST" "QLD" "1940" "2014" "0.88" "483" "130.54"
"150.98" "-26.5" "041076" "NUDLEY STATE FOREST" "QLD" "1928" "1962" "0.99" "366" "207.32"
"151.72" "-27.45" "041077" "OAKEY POST OFFICE" "QLD" "1899" "1985" "0.99" "402" "134.95"
"151.3" "-28.4" "041078" "OMANAMA" "QLD" "1911" "1948" "0.93" "314" "212.49"
"151.84" "-28.54" "041079" "PASSCHENDAELE" "QLD" "1934" "2008" "0.89" "930" "166.75"
"151.7" "-27.15" "041080" "PERANGA POST OFFICE" "QLD" "1950" "2004" "0.89" "450" "134.9"
"151.6" "-28.65" "041081" "PIKEDALE" "QLD" "1879" "1964" "0.56" "549" "188.06"
"151.63" "-27.72" "041082" "PITTSWORTH" "QLD" "1886" "2016" "0.97" "608" "149.92"
"151.78" "-28.07" "041083" "PRATTEN" "QLD" "1898" "2016" "0.97" "609" "152.96"
"151.58" "-28.15" "041084" "QUEEN MARY FALLS" "QLD" "1927" "1968" "0.98" "454" "174.32"
"152.39" "-28.33" "041085" "QUEEN MARY FALLS" "QLD" "1959" "2016" "0.99" "895" "108.95"
"151.4" "-26.67" "041086" "QUENDON" "QLD" "1949" "2015" "0.99" "562" "166.65"
"151.49" "-29.03" "041087" "RIVERTON" "QLD" "1920" "2006" "0.99" "346" "183.91"
"150.55" "-26.9" "041088" "ROSEDALE" "QLD" "1930" "1954" "0.9" "305" "251.23"
"151.3" "-27.4" "041089" "STRUTH" "QLD" "1890" "1964" "0.72" "366" "175.26"
"151.13" "-26.54" "041090" "DARR CREEK AL" "QLD" "1998" "2016" "0.77" "393" "192.44"
"151.08" "-26.81" "041091" "LAURIEDALE" "QLD" "1959" "2016" "0.45" "348" "200.42"
"150.89" "-26.45" "041092" "BALLON AL" "QLD" "1999" "2016" "0.86" "335" "216.36"
"152.37" "-28.32" "041093" "TOP PLAINS" "QLD" "1912" "1950" "0.96" "633" "110.67"
"151.85" "-28.68" "041094" "SPRING PLAINS" "QLD" "1950" "1957" "0.96" "880" "164.39"
"151.93" "-28.66" "041095" "STANTHORPE LESLIE PARADE" "QLD" "1873" "2016" "0.86" "784" "158.34"
"151.95" "-27.51" "041096" "MT KYNOCH" "QLD" "1999" "2016" "0.94" "739" "113.65"
"150.94" "-28.34" "041097" "INGLEWOOD FOREST" "QLD" "2000" "2014" "0.93" "379" "239.33"
"152.25" "-28.29" "041098" "TANNYMOREL" "QLD" "1916" "2016" "0.94" "525" "121.25"
"150.46" "-27.28" "041099" "TARA TOWNSHIP" "QLD" "1911" "2014" "0.97" "311" "257.46"
"151.17" "-28.85" "041100" "TEXAS POST OFFICE" "QLD" "1897" "2016" "0.99" "295" "219.42"
"151.15" "-28.85" "041101" "TEXAS STATION" "QLD" "1881" "1975" "0.87" "274" "221.28"
"151.95" "-28.55" "041102" "THULIMBAH" "QLD" "1911" "1956" "0.99" "917" "156.71"
"151.93" "-27.58" "041103" "TOOWOOMBA" "QLD" "1869" "2007" "0.91" "691" "117.24"
"150.25" "-28.47" "041105" "UMBERCOLLIE" "QLD" "1909" "1958" "0.98" NA "306.45"
"152.08" "-27.97" "041106" "UPPER FOREST SPRINGS" "QLD" "1927" "2016" "0.84" "566" "122.34"
"152.12" "-27.92" "041107" "UPPER PILTON" "QLD" "1933" "2001" "0.99" "549" "115.9"
"150.52" "-27.38" "041108" "BEAU MAISON" "QLD" "1911" "2013" "0.9" "330" "251.93"
"151.81" "-28.02" "041109" "VICTORIA HILL" "QLD" "1912" "2015" "0.79" "425" "147.5"
"151.2" "-27.83" "041110" "TURALLIN" "QLD" "1909" "2015" "0.88" "403" "194"
"152.03" "-28.22" "041111" "WARWICK POST OFFICE" "QLD" "1865" "1985" "0.82" "453" "140.06"
"150.05" "-28.4" "041112" "GIDDI GIDDI SOUTH TM" "QLD" "2000" "2016" "0.77" "196" "321.52"
"150.75" "-27.7" "041113" "WARRENBAYNE" "QLD" "1926" "1953" "1" "297" "233.9"
"150.75" "-27.7" "041114" "WAAR WAAR" "QLD" "1945" "1962" "0.98" NA "233.9"
"151.62" "-27.21" "041115" "MARAVALE" "QLD" "1947" "2010" "0.92" "407" "142.64"
"151.93" "-28.92" "041116" "WALLANGARRA POST OFFICE" "QLD" "1888" "2016" "0.95" "875" "147.16"
"150.93" "-26.93" "041117" "WARRA POST OFFICE" "QLD" "1888" "1991" "0.97" "317" "213.43"
"151.58" "-28.19" "041118" "WARRABAH" "QLD" "1919" "2013" "0.98" "460" "176.7"
"152.03" "-28.2" "041119" "WARWICK POLICE STATION" "QLD" "1948" "1956" "0.47" NA "139.61"
"152.21" "-28.2" "041120" "YANGAN POST OFFICE" "QLD" "1912" "2016" "1" "536" "122.34"
"151.47" "-27.72" "041121" "GLENMORE" "QLD" "1913" "1952" "0.88" "390" "165.07"
"150.75" "-28.57" "041122" "YELARBON" "QLD" "1923" "2012" "0.9" "244" "268.09"
"151.08" "-28.41" "041123" "INGLEWOOD BRIDGE TM" "QLD" "2001" "2016" "0.9" "273" "231.24"
"150.37" "-28.28" "041124" "KILBRONAE TM" "QLD" "2000" "2016" "0.34" "225" "287.46"
"150.93" "-28.5" "041125" "WHETSTONE POST OFFICE" "QLD" "1899" "1965" "0.66" "248" "248.99"
"151.83" "-27.62" "041126" "WESTBROOK" "QLD" "1890" "2012" "0.89" "539" "127.9"
"151.09" "-27.83" "041127" "WESTERN CREEK" "QLD" "1889" "2000" "0.92" "380" "204.41"
"150.59" "-28.5" "041128" "WONDALLI" "QLD" "1910" "2016" "0.99" "230" "277.95"
"150.48" "-28.49" "041129" "WOOMERA" "QLD" "1915" "2008" "0.78" NA "287.03"
"150.83" "-27.22" "041130" "BRAEMAR STATE FOREST" "QLD" "1921" "1964" "0.9" "391" "220.83"
"151.38" "-26.77" "041131" "COORANGA NORTH" "QLD" "1940" "2016" "0.69" "515" "170.29"
"151.47" "-27.4" "041132" "COXEN EXCHANGE" "QLD" "1953" "1962" "0.74" NA "158.56"
"151.14" "-28.36" "041133" "WOODSPRING TM" "QLD" "2000" "2016" "0.81" "284" "223.33"
"152.4" "-28.31" "041134" "TOP PLAINS" "QLD" "1952" "2015" "0.99" "959" "107.58"
"150.74" "-27.3" "041135" "BROADACRES" "QLD" "1951" "2004" "0.96" "370" "229.81"
"151.23" "-26.67" "041136" "WETELMA" "QLD" "1952" "1973" "0.99" "442" "183.46"
"151.25" "-28.12" "041138" "KOOROONGARRA POST OFFICE" "QLD" "1912" "1963" "0.52" "329" "201.14"
"150.65" "-28.17" "041139" "WYAGA STATION" "QLD" "1899" "2012" "0.51" "251" "257.43"
"151.26" "-27.19" "041140" "DALBY REGIONAL COUNCIL" "QLD" "1959" "2008" "0.96" "343" "178.31"
"152" "-27.55" "041141" "MARBURG 2" "QLD" "1925" "1942" "0.03" "586" "109.73"
"151.85" "-27.3" "041142" "GOOMBUNGEE POST OFFICE" "QLD" "1903" "1920" "1" "76" "120.11"
"151.2" "-27.53" "041143" "CECIL PLAINS RAIL STATION" "QLD" "1945" "1955" "0.91" "363" "187.07"
"151.4" "-26.95" "041144" "MALAKOFF POST OFFICE" "QLD" "1900" "1938" "0.98" "413" "167.05"
"151.17" "-26.84" "041145" "MARNHULL" "QLD" "1900" "2016" "0.68" "348" "191.86"
"151.3" "-29.08" "041146" "LAGOON FLAT" "QLD" "1907" "1921" "0.94" NA "200.67"
"151.57" "-27.4" "041147" "JONDARAYAN STATION" "QLD" "1899" "1945" "0.87" "379" "148.75"
"151.95" "-28.08" "041148" "HENDON" "QLD" "1898" "1930" "0.79" "471" "139.89"
"151.9" "-27.43" "041149" "MERINGANDAN" "QLD" "1910" "1929" "0.97" NA "117.06"
"151.28" "-27.55" "041150" "NANGWEE" "QLD" "1924" "1944" "1" "353" "179.67"
"151.27" "-28.87" "041151" "SILVERSPUR" "QLD" "1903" "1942" "0.97" "330" "209.46"
"150.92" "-27.98" "041152" "LANGLEY TM" "QLD" "2001" "2016" "0.74" "360" "225.31"
"151.2" "-27.6" "041153" "BON ACCORD" "QLD" "1885" "1931" "0.86" "351" "188.29"
"152.1" "-28.15" "041154" "BLINKBONNIE" "QLD" "1887" "1934" "0.94" "498" "131.78"
"151.8" "-28.8" "041155" "BALLANDEAN" "QLD" "1893" "1929" "0.99" NA "163.76"
"151.9" "-28.4" "041156" "BRAESIDE" "QLD" "1885" "1980" "0.44" "775" "157.56"
"151.95" "-27.68" "041157" "BRI BRI" "QLD" "1888" "1911" "0.23" NA "118.56"
"151.37" "-27.85" "041158" "YANDILLA" "QLD" "1876" "1933" "0.9" "372" "178.74"
"151.97" "-27.55" "041159" "TOOWOOMBA SPRING ST" "QLD" "1941" "1947" "1" NA "112.62"
"152.15" "-28" "041160" "MAIANBAR" "QLD" "1888" "1938" "0.59" "646" "118.93"
"151.28" "-27.8" "041161" "LEMON TREE" "QLD" "1890" "1921" "0.39" NA "185.5"
"150.81" "-28.27" "041162" "BYBERA TM" "QLD" "2000" "2016" "0.78" "290" "247.3"
"151.63" "-27.09" "041163" "MACLAGAN STORE" "QLD" "1912" "1995" "0.35" "351" "142.31"
"150.9" "-28.23" "041164" "BADGERY FOREST STATION" "QLD" "1965" "1976" "0.84" "335" "237.42"
"152.42" "-28.3" "041165" "BONNIE BRAE" "QLD" "1913" "1991" "0.79" "990" "105.46"
"151.6" "-27.68" "041166" "SPRINGSIDE" "QLD" "1959" "2016" "0.98" "503" "151.54"
"152.28" "-28.17" "041167" "HELENVALE" "QLD" "1919" "2016" "0.63" "549" "114.91"
"151.3" "-26.71" "041168" "ROSEVALE" "QLD" "1913" "2015" "0.56" "465" "177.09"
"150.48" "-28.39" "041169" "KERIMBILLA TM" "QLD" "2000" "2015" "0.91" "225" "282.26"
"151.64" "-27.54" "041170" "AUBIGNY PURRAWUNDA" "QLD" "1959" "2016" "0.48" "495" "144.37"
"151.63" "-27.6" "041171" "LINTHORPE" "QLD" "1960" "1966" "0.89" "549" "146.58"
"151.62" "-26.9" "041172" "BUNYA MOUNTAINS" "QLD" "1959" "1969" "0.96" "1006" "146.83"
"151.6" "-28.17" "041173" "MYUNA" "QLD" "1929" "1987" "0.54" "463" "173.84"
"151.38" "-27.39" "041174" "NUNKERI" "QLD" "1947" "1993" "0.88" "350" "167.28"
"151.95" "-28.62" "041175" "APPLETHORPE" "QLD" "1965" "2016" "0.93" "872" "158.69"
"152.03" "-28.22" "041176" "WARWICK DRAGON ST" "QLD" "1967" "1994" "0.99" "477" "140.06"
"151.97" "-27.72" "041177" "YASMAR" "QLD" "1959" "2001" "0.98" "671" "118.3"
"151.38" "-28.05" "041178" "WYNDON" "QLD" "1959" "1963" "0.64" "451" "186.26"
"151.09" "-26.9" "041179" "WYOBIE" "QLD" "1958" "2013" "0.85" "335" "198.32"
